name,category,roadAddress,address,latitude,longitude,period,count,items
광영상설시장,상설장,전라남도 광양시 광영시장길 19,전라남도 광양시 광영동 682,34.96144871,127.7203625,매일,42.0,농산물+축산물+수산물+가공식품+음식점
포방터시장,상설장,서울특별시 서대문구 포방터길 43,서울특별시 서대문구 홍은동 9-123,37.5986742,126.9488953,매일,89.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
옥과5일시장,4일장,전라남도 곡성군 옥과면 리문8길 14,전라남도 곡성군 옥과면 리문리 254-5,35.2759017,127.1379523,4일+9일,44.0,농산물+축산물+수산물+의류+신발+가정용품+음식점
석곡전통시장,5일장,전라남도 곡성군 석곡면 석곡로 70,전라남도 곡성군 석곡면 석곡리 80-2,35.1329487,127.2540916,5일+10일,46.0,농산물+축산물+수산물+가정용품
곡성기차마을전통시장,3일장,전라남도 곡성군 곡성읍 곡성로 856,전라남도 곡성군 곡성읍 읍내리 208,35.27976851,127.2984376,3일+8일,123.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
동강전통시장,상설장,전라남도 고흥군 원유둔4길 13-1,전라남도 고흥군 동강면 유둔리 7-42,34.78037382,127.3349881,1일+6일,27.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
도화전통시장,5일장,전라남도 고흥군 도화면 동신길 16-6,전라남도 고흥군 도화면 당오리 568-1,34.50979056,127.3218794,5일+10일,20.0,농산물+수산물
녹동전통시장,상설장+3일장,전라남도 고흥군 도양읍 녹동남촌1길 24,전라남도 고흥군 도양읍 봉암리 2699-70,34.52787689,127.13833,3일+8일,65.0,농산물+축산물+수산물
과역전통시장,5일장,전라남도 고흥군 과역면 시장안길 15,전라남도 고흥군 과역면 과역리 162,34.67945419,127.3622537,5일+10일,31.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
고흥전통시장,상설장+4일장,전라남도 고흥군 고흥읍 시장길 1,전라남도 고흥군 고흥읍 남계리 627-1,34.60835226,127.2866005,4일+9일,170.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
병영시장,상설장+3일장,전라남도 강진군 병영면 남삼인길 6,전라남도 강진군 병영면 삼인리 318,34.71380066,126.8155558,3일+8일,14.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
마량시장,상설장+3일장,전라남도 강진군 마량면 마량5길 11,전라남도 강진군 마량면 마량리 987-11,34.45095924,126.8165817,3일+8일,40.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
강진읍시장,상설장+4일장,전라남도 강진군 강진읍 동성로 17,전라남도 강진군 강진읍 동성리 187-5,34.64016086,126.7743152,4일+9일,93.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
여수수산물특화시장,상설장,전라남도 여수시 남산로 60-31,전라남도 여수시 남산동 4,34.73683093,127.7328973,매일,131.0,수산물+음식점
해안로건어물상가시장,상설장,전라남도 여수시 교동남2길 14,전라남도 여수시 교동 481,34.73953431,127.7345263,매일,35.0,수산물+가공식품
중앙시장,상설장,전라남도 여수시 중앙로 43,전라남도 여수시 교동 400-1,34.74059178,127.7325592,매일,114.0,가공식품+의류+신발+가정용품+음식점+근린생활서비스
(주)여수수산시장,상설장,전라남도 여수시 여객선터미널길 24,전라남도 여수시 교동 680,34.73813576,127.7317623,매일,106.0,수산물+가공식품+음식점
대조시장,상설장,서울특별시 은평구 불광로 13,서울특별시 은평구 대조동 12-3,37.60985344,126.9277428,매일,59.0,농산물+축산물+수산물+가공식품
지도 전통시장,상설장+3일장,전라남도 신안군 지도읍 읍내길 16-20,전라남도 신안군 지도읍 읍내리 168-6,35.0588198,126.2069832,3일+8일,64.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
괴목시장,4일장,전라남도 순천시 황전면 괴목길 17,전라남도 순천시 황전면 괴목리 45-21,35.10243423,127.4282445,4일+9일,48.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
순천시아랫장(순천아랫장),상설장,전라남도 순천시 장평로 60,전라남도 순천시 풍덕동 1264,34.94514825,127.496084,2일+7일,206.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
주암시장,상설장+3일장,전라남도 순천시 주암면 주암호길 5-1,전라남도 순천시 주암면 광천리 53,35.07598752,127.2352637,3일+8일,22.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품
승주시장,상설장,전라남도 순천시 승주읍 승주장길 14,전라남도 순천시 승주읍 서평리 422-9,35.01315903,127.387664,1일+6일,18.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
웃장,상설장+5일장,전라남도 순천시 북문길 40,전라남도 순천시 동외동 168-1,34.95864147,127.4850305,5일+10일,68.0,농산물+축산물+수산물+가공식품+의류+가정용품+음식점
역전시장,상설장,전라남도 순천시 역전장길 9,전라남도 순천시 덕암동 227-1,34.94374833,127.5033333,매일,170.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
중앙시장,상설장,전라남도 순천시 중앙시장길 18,전라남도 순천시 남내동 119-1,34.95326194,127.4846047,매일,50.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
조성5일시장,5일장,전라남도 보성군 조성면 조성로 90-6,전라남도 보성군 조성면 조성리 513-1,34.80647615,127.2452824,5일+10일,22.0,농산물
복내5일시장,4일장,전라남도 보성군 복내면 송재로 1838-12,전라남도 보성군 복내면 복내리 152-14,34.89370035,127.1331421,4일+9일,25.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
보성매일시장,상설장,전라남도 보성군 보성읍 신흥길 9,전라남도 보성군 보성읍 보성리 895-3,34.76817918,127.0806162,매일,31.0,농산물+축산물+수산물+가공식품+가정용품+음식점
녹차골보성향토시장(보성읍5일시장),상설장,전라남도 보성군 보성읍 현충로 42-1,전라남도 보성군 보성읍 원봉리 2-22,34.76564839,127.0772384,2일+7일,99.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
벌교매일시장,상설장,전라남도 보성군 벌교읍 시장2길 10-41,전라남도 보성군 벌교읍 벌교리 887-22,34.84300877,127.3459893,매일,83.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
벌교전통시장,4일장,전라남도 보성군 벌교읍 시장1길 10,전라남도 보성군 벌교읍 회정리 663-23,34.84493134,127.3450789,4일+9일,49.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
일로전통시장,상설장,전라남도 무안군 일로읍 시장길 11-22,전라남도 무안군 일로읍 월암리 112,34.84753364,126.4943339,1일+6일,56.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
용산용문시장,상설장,서울특별시 용산구 효창원로40길 13,서울특별시 용산구 용문동 41-44,37.53661783,126.9597883,매일,156.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
동부시장,상설장,전라남도 목포시 영산로257번길 14,전라남도 목포시 용당동 1046-8,34.80467356,126.3936914,매일,268.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
항동시장,상설장,전라남도 목포시 수강로12번길 2,전라남도 목포시 수강동1가 1,34.78600878,126.3856159,매일,115.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
청호시장,상설장,전라남도 목포시 석현로 28,전라남도 목포시 석현동 1171,34.81537749,126.4245916,매일,202.0,농산물+축산물+수산물+가공식품+음식점
신중앙시장,상설장,전라남도 목포시 원산중앙로 51,전라남도 목포시 산정동 1732,34.81025124,126.3775235,매일,101.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
자유시장,상설장,전라남도 목포시 자유로 122,전라남도 목포시 산정동 1383,34.79292001,126.4030678,매일,168.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
정남진장흥토요시장,상설장,전라남도 장흥군 장흥읍 토요시장1길 53,전라남도 장흥군 장흥읍 예양리 158-2,34.67727214,126.903159,2일+7일,140.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
장평시장,상설장,전라남도 장흥군 장평면 장택길 13,전라남도 장흥군 장평면 양촌리 224,34.77539717,126.9778669,1일+6일,12.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
용산시장,상설장,전라남도 장흥군 용산면 용인길 4,전라남도 장흥군 용산면 인암리 800-1,34.61490641,126.9153133,1일+6일,7.0,농산물+가공식품+의류+음식점
대덕읍전통시장(대덕시장),상설장+5일장,전라남도 장흥군 대덕읍 거정2길 10,전라남도 장흥군 대덕읍 신월리 111,34.49944415,126.8871414,5일+10일,27.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
천관산관광시장,상설장+3일장,전라남도 장흥군 관산읍 칠관로 1559-4,전라남도 장흥군 관산읍 옥당리 489-1,34.56277107,126.9370717,3일+8일,39.0,농산물+축산물+수산물+가공식품+신발+가정용품+음식점
황룡시장,4일장,전라남도 장성군 황룡면 삼월길 5,전라남도 장성군 황룡면 월평리 151-1,35.2916867,126.7738864,4일+9일,119.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
사창시장,상설장,전라남도 장성군 삼계면 사창로 81-2,전라남도 장성군 삼계면 사창리 482-44,35.26039872,126.6630702,2일+7일,36.0,농산물+축산물+수산물+가공식품+의류+신발+음식점
사거리시장,상설장,전라남도 장성군 북이면 사남북길 22,전라남도 장성군 북이면 사거리 699,35.42767379,126.8072694,1일+6일,30.0,농산물+축산물+수산물+의류+신발+가정용품+음식점
완도중앙시장,상설장,전라남도 완도군 완도읍 장보고대로 282-1,전라남도 완도군 완도읍 군내리 1371,34.31446812,126.7552341,매일,7.0,농산물+수산물+음식점
완도남양시장(구 완도종합시장),5일장,전라남도 완도군 완도읍 개포로56번길 16-4,전라남도 완도군 완도읍 군내리 1249,34.31651727,126.7477207,5일+10일,27.0,농산물+수산물+의류+신발+음식점
완도전통시장(구 완도5일시장),상설장,전라남도 완도군 완도읍 개포로 34-1,전라남도 완도군 완도읍 군내리 1249-2,34.31610369,126.7482543,매일,24.0,농산물+수산물+음식점
간석자유시장,상설장,인천광역시 남동구 백범로 312-1,인천광역시 남동구 간석동 41-1,37.46388599,126.7153438,매일,138.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
남창옹기종기시장,상설장+3일장,울산광역시 울주군 온양읍 남창장터길 24,울산광역시 울주군 온양읍 남창리 146,35.41669194,129.2827796,3일+8일,22.0,농산물+수산물+가공식품+의류+신발+음식점
신북5일시장,3일장,전라남도 영암군 신북면 황금동로 78,전라남도 영암군 신북면 월평리 126-3,34.88859606,126.6922282,3일+8일,28.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품
시종5일시장,상설장,전라남도 영암군 시종면 내동중앙로 26,전라남도 영암군 시종면 만수리 937-9,34.8674024,126.6080951,2일+7일,46.0,농산물+축산물+수산물+가공식품+의류+가정용품
영광터미널시장,상설장,전라남도 영광군 영광읍 신남로3길 5-3,전라남도 영광군 영광읍 남천리 321-1,35.27553643,126.5030198,매일,91.0,농산물+축산물+수산물+가공식품+의류+가정용품
영광고추특화시장,상설장,전라남도 영광군 영광읍 신남로 100-25,전라남도 영광군 영광읍 신하리 324-3,35.27472202,126.4935505,1일+6일,42.0,농산물
수암상가시장,상설장,울산광역시 남구 수암로 128번길 12,울산광역시 남구 야음동 697-9,35.52697941,129.3207648,매일,83.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
도깨비시장,상설장,전라남도 여수시 학동서5길 18,전라남도 여수시 학동 58-7,34.76331689,127.6565415,매일,121.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
진남시장,상설장,전라남도 여수시 학동1길 10,전라남도 여수시 학동 35-1,34.76425827,127.6641294,매일,116.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
제일시장,상설장,전라남도 여수시 학동2길 7-4,전라남도 여수시 학동 35-2,34.76419231,127.6646531,매일,61.0,농산물+수산물+가공식품+가정용품+음식점
쌍봉시장,상설장,전라남도 여수시 학동2길 7,전라남도 여수시 학동 35-3,34.76414545,127.6649804,매일,25.0,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+근린생활서비스
중앙선어시장,상설장,전라남도 여수시 중앙로 88-1,전라남도 여수시 중앙동 362-1,34.73942888,127.7370587,매일,78.0,수산물
덕양시장,상설장,전라남도 여수시 소라면 하세동길 7,전라남도 여수시 소라면 덕양리 1271,34.79802722,127.6314434,매일,15.0,음식점
전의왕의물시장,상설장,세종특별자치시 전의면 장터길33,세종특별자치시 전의면 읍내리 236-2,36.6777398,127.2058824,2일+7일,78.0,의류+음식점
(주)서시장,상설장,전라남도 여수시 좌수영로 16-6,전라남도 여수시 서교동 280,34.74178725,127.7286168,매일,230.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
춘천중앙시장,상설장,강원특별자치도 춘천시 중앙로77번길 4-4,강원특별자치도 춘천시 중앙로2가 42-68,37.87848771,127.7257515,매일,177.0,의류+신발+음식점
제일종합시장,상설장,강원특별자치도 춘천시 약사고개길13,강원특별자치도 춘천시 죽림동 32,37.87748571,127.7260713,매일,244.0,의류+신발+음식점
북부시장,상설장,충청북도 청주시 청원구 향군로 31번길 19,충청북도 청주시 청원구 우암동 344-10,36.64797204,127.4862188,매일,145.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
서부시장상점가(서부시장 통합),상설장,전북특별차치도 전주시 완산구 효동 2길 14-8,전북특별차치도 전주시 완산구 효자동1가 201-63,35.80524873,127.1266694,매일,143.0,농산물+축산물+수산물+의류+음식점
춘천서부시장,상설장,강원특별자치도 춘천시 서부대성로12,강원특별자치도 춘천시 소양로2가 172-1,37.88480147,127.7246493,매일,140.0,의류+가정용품+음식점
춘천번개시장,상설장,강원특별자치도 춘천시 소양로 212,강원특별자치도 춘천시 소양로1가 93-10,37.89182707,127.726303,매일,55.0,농산물+수산물+음식점
와수시장,상설장,강원특별자치도 철원군 서면 와수로 184번길 6-3,강원특별자치도 철원군 서면 와수리 1171-92,38.23945913,127.4394932,1일+6일,59.0,농산물+축산물+가공식품+의류+신발+음식점
동송전통시장,상설장,강원특별자치도 철원군 동송읍 이평로 47번길 19,강원특별자치도 철원군 동송읍 이평리 678-49,38.2089011,127.2192097,매일,120.0,농산물+축산물+수산물+가공식품+신발+가정용품+음식점
동송시장,상설장+5일장,강원특별자치도 철원군 동송읍 이평로 47번길 16,강원특별자치도 철원군 동송읍 이평리 680-1,38.2088079,127.218867,5일+10일,35.0,농산물+수산물+가공식품+음식점
신철원시장,상설장+3일장,강원특별자치도 철원군 갈말읍 삼부연로18번길 16-2,강원특별자치도 철원군 갈말읍 신철원리 697,38.14471979,127.3100285,3일+8일,70.0,농산물+축산물+가공식품+음식점
역곡남부시장,상설장,경기도 부천시 소사구 부광로16번길 33,경기도 부천시 소사구 괴안동 107-8,37.48253123,126.8115462,매일,68.0,농산물+축산물+수산물+가공식품+의류
임계사통팔달시장,상설장+5일장,강원특별자치도 정선군 임계면 송계3길 12,강원특별자치도 정선군 임계면 송계리 774-5,37.49511059,128.852576,5일+10일,63.0,농산물+음식점
정선사북시장,상설장,강원특별자치도 정선군 사북읍 사북2길 6 - 1,강원특별자치도 정선군 사북읍 사북리 366-59,37.22735829,128.8162148,매일,67.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
고한구공탄시장(고한시장),상설장,강원특별자치도 정선군 고한읍 고한 4길 38-6,강원특별자치도 정선군 고한읍 고한리 62-14,37.20132076,128.8540526,매일,90.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
광양5일시장,상설장,전라남도 광양시 광양읍 백운로 3,전라남도 광양시 광양읍 목성리 696-3,34.97115451,127.5904463,1일+6일,97.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
원통시장,상설장,강원특별자치도 인제군 북면 원통로 178번길 7-1,강원특별자치도 인제군 북면 원통리 647-40,38.1225741,128.204617,2일+7일,56.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
기린전통시장,상설장+4일장,강원특별자치도 인제군 기린면 기린로 17,강원특별자치도 인제군 기린면 현리 640-3,37.95397964,128.3168509,4일+9일,93.0,농산물+축산물+가공식품+의류+신발+음식점
민속풍물시장,상설장,강원특별자치도 원주시 풍물시장길 30,강원특별자치도 원주시 평원동 134-1,37.34898786,127.9541184,2일+7일,109.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
북원상가시장,상설장,강원특별자치도 원주시 북원상가길 13,강원특별자치도 원주시 태장동 1379-23,37.38439475,127.9488481,매일,34.0,축산물+의류+신발+가정용품
도래미시장,상설장,강원특별자치도 원주시 자유시장길 26,강원특별자치도 원주시 중앙동 42-3,37.35170226,127.9496495,매일,78.0,농산물+축산물+수산물+가공식품+의류+신발+음식점
미로예술원주중앙시장(원주중앙시장),상설장,강원특별자치도 원주시 중앙시장길 6,강원특별자치도 원주시 중앙동 60-56,37.35000952,127.9491994,매일,545.0,농산물+축산물+가공식품+의류+신발+음식점
조공시장,상설장,경기도 부천시 소사구 안곡로 29,경기도 부천시 소사구 괴안동 70-20,37.47917913,126.805766,매일,55.0,농산물+축산물+가공식품+의류+음식점
문막시장,상설장+3일장,강원특별자치도 원주시 문막읍 문막시장1길 52-10,강원특별자치도 원주시 문막읍 문막리 240-1,37.30602942,127.8153678,3일+8일,90.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
원주남부시장,상설장,강원특별자치도 원주시 치악로 1803,강원특별자치도 원주시 명륜동 26,37.34301479,127.9544052,매일,205.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
서부공설시장,상설장,강원특별자치도 영월군 영월읍 서부시장길 8-1,강원특별자치도 영월군 영월읍 하송리 5-10,37.18292558,128.4663073,매일,41.0,농산물+축산물+수산물+가공식품+의류+음식점
영월종합상가시장,상설장,강원특별자치도 영월군 영월읍 하송안길,,,,매일,100.0,농산물+의류+신발+가정용품+음식점
대야전통시장,상설장,전북특별차치도 군산시 대야면 대야시장로 7-1,전북특별차치도 군산시 대야면 산월리 400-9,35.9448597,126.816085,1일+6일,70.0,농산물+근린생활서비스
역전종합시장,상설장,전북특별차치도 군산시 구암3 1로 13-1,전북특별차치도 군산시 대명동 138-3,35.98046443,126.7209989,매일,104.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
군산주공시장,상설장,전북특별차치도 군산시 하나운안1길 39,전북특별차치도 군산시 나운동 836-11,35.96576624,126.6954417,매일,38.0,농산물
흥덕전통시장,4일장,전북특별차치도 고창군 흥덕면 흥덕시장길 3,전북특별차치도 고창군 흥덕면 흥덕리 240-4,35.52058772,126.7002195,4일+9일,10.0,농산물+축산물+수산물+가공식품+의류+가정용품
해리전통시장,4일장,전북특별차치도 고창군 해리면 해리중앙로 64-12,전북특별차치도 고창군 해리면 하련리 685-55,35.45865884,126.5422037,4일+9일,29.0,농산물+수산물+의류
상하전통시장,상설장,전북특별차치도 고창군 상하면 상하1길 8-3,전북특별차치도 고창군 상하면 하장리 939-3,35.44409017,126.4917538,1일+6일,22.0,농산물+수산물+가공식품+의류+가정용품+음식점
무장전통시장,5일장,전북특별차치도 고창군 무장면 왕제산로 725,전북특별차치도 고창군 무장면 무장리 85-1,35.41442783,126.5605985,5일+10일,29.0,농산물+수산물+가공식품+의류
대산전통시장,상설장,전북특별차치도 고창군 대산면 공음대산로 935,전북특별차치도 고창군 대산면 매산리 200-13,35.34010335,126.598984,2일+7일,67.0,농산물
고창전통시장,상설장+3일장,전북특별차치도 고창군 고창읍 동리로 62-11,전북특별차치도 고창군 고창읍 읍내리 367,35.43267051,126.6987727,3일+8일,74.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
화순고인돌전통시장,3일장,전라남도 화순군 화순읍 시장길 42,전라남도 화순군 화순읍 삼천리 621,35.05909434,126.9833988,3일+8일,100.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
이양전통시장,4일장,전라남도 화순군 이양면 이양로 29-19,전라남도 화순군 이양면 이양리 303-3,34.88259402,126.9868735,4일+9일,11.0,의류+신발+가정용품+근린생활서비스
사평전통시장,5일장,전라남도 화순군 사평면 사평길 26,전라남도 화순군 사평면 사평리 1049-90,35.00537383,127.0975835,5일+10일,52.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
동복전통시장,상설장,전라남도 화순군 동복면 동복시장길 19,전라남도 화순군 동복면 천변리 92,35.07163148,127.1257557,2일+7일,20.0,농산물+수산물+가공식품+가정용품
능주전통시장,5일장,전라남도 화순군 능주면 학포로 1955,전라남도 화순군 능주면 관영리 94-8,34.99091732,126.959364,5일+10일,45.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
남리5일시장,3일장,전라남도 해남군 황산면 시등로 111-11,전라남도 해남군 황산면 남리리 7,34.57532321,126.4324845,3일+8일,40.0,농산물+수산물+의류+가정용품
화원5일시장,5일장,,전라남도 해남군 화원면 금평리 239,34.66949685,126.3282268,5일+10일,7.0,농산물+수산물
해남읍5일시장,상설장,전라남도 해남군 해남읍 중앙2로 76,전라남도 해남군 해남읍 고도리 102-4,34.56878428,126.5971547,1일+6일,97.0,농산물+수산물+의류+신발+음식점
송지산정5일시장,상설장,전라남도 해남군 송지면 산정1길 96,전라남도 해남군 송지면 산정리 772-3,34.36966913,126.5191941,2일+7일,40.0,농산물+수산물+의류
우수영5일시장,4일장,,전라남도 해남군 문내면 동외리 919-17,34.5969017,126.311316,4일+9일,18.0,농산물+수산물+가공식품+가정용품+음식점
북평면남창5일시장,상설장,전라남도 해남군 북평면 달량진길 48-11,전라남도 해남군 북평면 남창리 1279-1,34.40453441,126.6267107,2일+7일,16.0,농산물+수산물+신발+음식점
좌일5일시장,3일장,전라남도 해남군 북일면 만월길 26-1,전라남도 해남군 북일면 흥촌리 161,34.46385571,126.6725613,3일+8일,,농산물+축산물
해보시장,3일장,전라남도 함평군 해보면 밀재로 1274-12,전라남도 함평군 해보면 금덕리 414-9,35.18104709,126.6025443,3일+8일,28.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
인천모래내전통시장,상설장,인천광역시 남동구 호구포로810번길 42-8,인천광역시 남동구 구월동 1263-5,37.45420055,126.7214949,매일,197.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
월야시장,5일장,전라남도 함평군 월야면 밀재로 1504-5,전라남도 함평군 월야면 월야리 713-69,35.17926742,126.626782,5일+10일,22.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
진도상설전통시장,상설장,전라남도 진도군 진도읍 남동1길 57-8,전라남도 진도군 진도읍 남동리 487-5,34.48135668,126.2649029,매일,13.0,농산물+수산물
진도읍조금시장,상설장,전라남도 진도군 진도읍 조금시장길 25,전라남도 진도군 진도읍 남동리 731,34.48155399,126.25734,2일+7일,41.0,농산물+수산물+의류+가정용품+음식점
회진시장,상설장,전라남도 장흥군 회진면 회진중앙길 9-13,전라남도 장흥군 회진면 회진리 2138-12,34.4820345,126.9403546,매일,15.0,농산물+수산물+의류+음식점
함열시장,상설장,전북특별차치도 익산시 함열읍 2길 8,전북특별차치도 익산시 와리 565-26,,,2일+7일,20.0,농산물+의류+가정용품
여산시장,상설장,전북특별차치도 익산시 서촌2길 22-1,전북특별차치도 익산시 여산면 여산리 412-4,36.05890563,127.083244,1일+6일,12.0,농산물
익산장(익산북부장),상설장+4일장,전북특별차치도 익산시 인북로 11길 27,전북특별차치도 익산시 남중동 35-9,35.9512294,126.9567719,4일+9일,126.0,농산물
가좌시장,상설장,인천광역시 서구 장고개로337번길18의19,인천광역시 서구 가좌2동 30-48,37.4933969,126.684576,매일,114.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스
익산금마시장,상설장,전북특별차치도 익산시 금마면 고도길 58,전북특별차치도 익산시 금마면 동고도리 701-2,35.99217754,127.0534309,2일+7일,30.0,농산물
삼례시장,상설장+3일장,전북특별차치도 완주군 삼례읍 삼봉로 6,전북특별차치도 완주군 삼례읍 삼례리 923-8,35.91068557,127.0737715,3일+8일,54.0,가공식품+의류+가정용품+음식점
부평문화의거리,상설장,인천광역시 부평구 부평문화로 78-2,인천광역시 부평구 부평동 201-1,37.49408359,126.7250106,매일,203.0,의류+신발+음식점
고산미소시장,상설장,전북특별차치도 완주군 고산면 남봉로 135,전북특별차치도 완주군 고산면 읍내리 887,35.97444053,127.2048167,매일,30.0,농산물+축산물+가공식품
순창시장,상설장,전북특별차치도 순창군 순창읍 남계로 58,전북특별차치도 순창군 순창읍 남계리 800,35.37187647,127.1450592,1일+6일,127.0,농산물+수산물
동계시장,상설장,전북특별차치도 순창군 동계면 동계로 22,전북특별차치도 순창군 동계면 현포리 623,35.43954095,127.2397976,2일+7일,20.0,농산물+수산물+가정용품
줄포시장,상설장,전북특별차치도 부안군 줄포면 부안로 865,전북특별차치도 부안군 줄포면 줄포리 728-3,35.58760184,126.6768543,1일+6일,28.0,음식점
부안상설시장,상설장,전북특별차치도 부안군 부안읍 부풍로 47,전북특별차치도 부안군 부안읍 서외리 21,35.72709542,126.7329492,매일,190.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
안성시장(덕유산장터),상설장+5일장,전북특별차치도 무주군 안성면 칠연로 38,전북특별차치도 무주군 안성면 장기리 1511-6,35.86627446,127.6535366,5일+10일,26.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점
설천시장(삼도봉장터),상설장,전북특별차치도 무주군 설천면 삼도봉로 11,전북특별차치도 무주군 설천면 소천리 904-29,36.0099056,127.7880133,2일+7일,14.0,농산물+가공식품+의류+가정용품+음식점
무풍시장(대덕산장터),상설장+3일장,전북특별차치도 무주군 무풍면 현내로 213,전북특별차치도 무주군 무풍면 현내리 259-5,35.96945032,127.8487964,3일+8일,11.0,농산물+가공식품+가정용품+음식점
진흥종합시장,상설장,인천광역시 부평구 부흥로3204번길 27,인천광역시 부평구 부평동 252-52,37.49695039,126.7257012,매일,50.0,농산물+축산물+수산물
용남시장,상설장,전북특별차치도 남원시 동헌길10,전북특별차치도 고창군 흥덕면 흥덕리 430-1,35.40710447,127.3767644,매일,79.0,수산물+가공식품+의류
남원인월시장,3일장,전북특별차치도 남원시 인월면 인월로 65-3,전북특별차치도 남원시 인월면 인월리 251-15,35.46112561,127.6021352,3일+8일,42.0,농산물
남원공설시장,상설장+4일장,전북특별차치도 남원시 의총로 51,전북특별차치도 남원시 금동 264-1,35.40461965,127.3758611,4일+9일,125.0,수산물+가공식품+의류
금만시장,상설장,전북특별차치도 김제시 동서7길23,전북특별차치도 김제시 요촌동 194-7,35.80014264,126.8864263,매일,91.0,의류+신발+가정용품+음식점
김제전통시장,상설장,전북특별차치도 김제시 사정거리1길20,전북특별차치도 김제시 요촌동 415,35.80162714,126.8837248,2일+7일,66.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
역전시장,상설장,전북특별차치도 김제시 중앙로 288,전북특별차치도 김제시 신풍동 40-2,35.79317122,126.9016024,매일,47.0,농산물+축산물
원평공설시장(김제원평시장),상설장+4일장,전북특별차치도 김제시 금산면 원평6길 39-10,전북특별차치도 김제시 금산면 원평리 91,35.71406176,126.9947286,4일+9일,34.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점
군산수산물종합센터,상설장,전북특별차치도 군산시 내항2길 216,전북특별차치도 군산시 금동 57-4,35.99398004,126.7047377,매일,118.0,수산물
군산신영시장,상설장,전북특별차치도 군산시 동신영길 56,전북특별차치도 군산시 신영동 19-5,35.98560841,126.7201159,매일,75.0,농산물+수산물
